id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2793035970,Ana Beatriz Vasconcellos|Leides Barroso Azevedo Moura,https://openalex.org/A5077426139|https://openalex.org/A5091022199,|https://orcid.org/0000-0002-1208-4569,BR|BR,Fundo Brasil|Ministry of Education|Universidade de Brasília,https://openalex.org/I4210142934|https://openalex.org/I1293487690|https://openalex.org/I150729083,True|False,cc-by,32,https://openalex.org/I1293487690|https://openalex.org/I4210142934,Segurança alimentar e nutricional: uma análise da situação da descentralização de sua política pública nacional,https://doi.org/10.1590/0102-311x00206816,6.99144708,https://pubmed.ncbi.nlm.nih.gov/29513826,False,pt,True,diamond,Cadernos de Saúde Pública,https://openalex.org/S118474221,0102-311X,journal,Food Security and Health in Diverse Populations,2018-03-01,2018,article
https://openalex.org/W2590307191,Thaíse Alves Bezerra|Ricardo Alves de Olinda|Dixis Figueroa Pedraza,https://openalex.org/A5035174002|https://openalex.org/A5000268012|https://openalex.org/A5059906610,https://orcid.org/0000-0003-3242-4468|https://orcid.org/0000-0002-0509-8428|https://orcid.org/0000-0002-5394-828X,BR||BR,Universidade Estadual da Paraíba||Universidade Estadual da Paraíba,https://openalex.org/I136754270||https://openalex.org/I136754270,True|False|False,cc-by,76,https://openalex.org/I136754270,Insegurança alimentar no Brasil segundo diferentes cenários sociodemográficos,https://doi.org/10.1590/1413-81232017222.19952015,9.45651437,,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2017-02-01,2017,article
https://openalex.org/W2530619430,Walter Belik,https://openalex.org/A5088456221,https://orcid.org/0000-0001-8650-0687,BR,Universidade Estadual de Campinas (UNICAMP),https://openalex.org/I181391015,True,cc-by-nc,20,https://openalex.org/I181391015,A política brasileira de segurança alimentar e nutricional: concepção e resultados,https://doi.org/10.20396/san.v19i2.8634614,3.84413395,,False,pt,True,diamond,Segurança Alimentar e Nutricional,https://openalex.org/S4210175510,1808-8023,journal,Food Security and Health in Diverse Populations,2015-02-11,2015,article
https://openalex.org/W2290605521,Elaine de Azevedo|Maria Teresa Gomes de Oliveira Ribas,https://openalex.org/A5042091399|https://openalex.org/A5008997097,https://orcid.org/0000-0002-9637-6111|,BR|BR,Universidade Federal do Espírito Santo|Pontifícia Universidade Católica do Paraná,https://openalex.org/I51235708|https://openalex.org/I176838256,True|False,cc-by,20,https://openalex.org/I51235708,Estamos seguros? Reflexões sobre indicadores de avaliação da segurança alimentar e nutricional,https://doi.org/10.1590/1678-98652016000200008,2.68972691,,False,pt,True,diamond,Revista de Nutrição,https://openalex.org/S42995579,1415-5273,journal,Food Security and Health in Diverse Populations,2016-02-25,2016,article
https://openalex.org/W2994794443,Carmem Priscila Bocchi|Élcio de Souza Magalhães|Lilian dos Santos Rahal|Patrícia Chaves Gentil|Rafaela de Sá Gonçalves,https://openalex.org/A5082018702|https://openalex.org/A5042551501|https://openalex.org/A5076993170|https://openalex.org/A5058946807|https://openalex.org/A5028258654,|||https://orcid.org/0000-0002-4753-2608|,BR|PT||||,"Ministério da Agricultura|Ministry of Agriculture, Livestock, and Food Supply||||",https://openalex.org/I4210157208|https://openalex.org/I901767563||||,True|False|False|False|False,cc-by-nc-nd,27,https://openalex.org/I4210157208|https://openalex.org/I901767563,"A década da nutrição, a política de segurança alimentar e nutricional e as compras públicas da agricultura familiar no Brasil",https://doi.org/10.26633/rpsp.2019.84,5.76979171,https://pubmed.ncbi.nlm.nih.gov/31892923,False,pt,True,diamond,Revista Panamericana de Salud Pública,https://openalex.org/S4210196923,1020-4989,journal,Rural Development and Agriculture,2019-12-16,2019,article
https://openalex.org/W2787295613,Mick Lennon MACHADO|Cristine Garcia Gabriel|Cláudia Soar|Gisele Rockenbach Mamed|Patrícia Maria de Oliveira Machado|Josimari Telino de Lacerda|Milena Corrêa Martins|Maria Cristina Marcon,https://openalex.org/A5037400484|https://openalex.org/A5071909907|https://openalex.org/A5035806595|https://openalex.org/A5024229211|https://openalex.org/A5007186697|https://openalex.org/A5015364819|https://openalex.org/A5026849627|https://openalex.org/A5109910088,https://orcid.org/0000-0001-7550-1692|https://orcid.org/0000-0002-5413-0826|https://orcid.org/0000-0002-7079-2360||https://orcid.org/0000-0002-8630-8318|https://orcid.org/0000-0002-1992-4030|https://orcid.org/0000-0001-5212-8661|,BR|BR|BR|BR|BR|BR|BR|BR,Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina|Universidade Federal de Santa Catarina,https://openalex.org/I4104125|https://openalex.org/I4104125|https://openalex.org/I4104125|https://openalex.org/I4104125|https://openalex.org/I4104125|https://openalex.org/I4104125|https://openalex.org/I4104125|https://openalex.org/I4104125,True|False|False|False|False|False|False|False,cc-by,18,https://openalex.org/I4104125,Adequação normativa dos planos estaduais de segurança alimentar e nutricional no Brasil,https://doi.org/10.1590/0102-311x00206716,4.99389077,https://pubmed.ncbi.nlm.nih.gov/29412331,False,pt,True,diamond,Cadernos de Saúde Pública,https://openalex.org/S118474221,0102-311X,journal,Food Security and Health in Diverse Populations,2018-02-03,2018,article
https://openalex.org/W2971452018,Lúcia Dias da Silva Guerra|Ana Maria Cervato-Mancuso|Aída Couto Dinucci Bezerra,https://openalex.org/A5004929575|https://openalex.org/A5051177845|https://openalex.org/A5006679384,https://orcid.org/0000-0003-0093-2687|https://orcid.org/0000-0002-9276-8943|https://orcid.org/0000-0001-9132-4390,BR|BR|BR,Universidade Brasil|Universidade de São Paulo|Universidade de São Paulo|Universidade Brasil|Universidade Federal de Mato Grosso,https://openalex.org/I3019322962|https://openalex.org/I17974374|https://openalex.org/I17974374|https://openalex.org/I3019322962|https://openalex.org/I32725510,True|False|False,cc-by,33,https://openalex.org/I17974374|https://openalex.org/I3019322962,Alimentação: um direito humano em disputa - focos temáticos para compreensão e atuação em segurança alimentar e nutricional,https://doi.org/10.1590/1413-81232018249.20302017,9.96460847,,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2019-09-01,2019,review
https://openalex.org/W2326442524,Silvia do Amaral Rigon|Suely Teresinha Schmidt|Cláudia Maria Bógus,https://openalex.org/A5013054662|https://openalex.org/A5067768067|https://openalex.org/A5032440351,https://orcid.org/0000-0001-8510-4033|https://orcid.org/0000-0001-6880-0870|https://orcid.org/0000-0003-0925-2741,BR|BR|BR,Universidade Federal do Paraná|Universidade Federal do Paraná|Universidade de São Paulo,https://openalex.org/I52418104|https://openalex.org/I52418104|https://openalex.org/I17974374,True|False|False,cc-by,34,https://openalex.org/I52418104,Desafios da nutrição no Sistema Único de Saúde para construção da interface entre a saúde e a segurança alimentar e nutricional,https://doi.org/10.1590/0102-311x00164514,4.7070221,https://pubmed.ncbi.nlm.nih.gov/27049315,False,pt,True,diamond,Cadernos de Saúde Pública,https://openalex.org/S118474221,0102-311X,journal,Indigenous Health and Education,2016-01-01,2016,article
https://openalex.org/W2091796094,Caryna Eurich Mazur|Suely Teresinha Schmidt|Silvia do Amaral Rigon|Maria Eliana Madalozzo Schieferdecker,https://openalex.org/A5056035745|https://openalex.org/A5067768067|https://openalex.org/A5013054662|https://openalex.org/A5010629980,https://orcid.org/0000-0002-1278-5963|https://orcid.org/0000-0001-6880-0870|https://orcid.org/0000-0001-8510-4033|https://orcid.org/0000-0002-9400-3717,BR|BR|BR|BR,Universidade Federal do Paraná|Universidade Federal do Paraná|Universidade Federal do Paraná|Universidade Federal do Paraná,https://openalex.org/I52418104|https://openalex.org/I52418104|https://openalex.org/I52418104|https://openalex.org/I52418104,True|False|False|False,cc-by,11,https://openalex.org/I52418104,TERAPIA NUTRICIONAL ENTERAL DOMICILIAR: INTERFACE ENTRE DIREITO HUMANO À ALIMENTAÇÃO ADEQUADA E SEGURANÇA ALIMENTAR E NUTRICIONAL,https://doi.org/10.12957/demetra.2014.10345,0.0,,False,pt,True,diamond,DEMETRA Alimentação Nutrição & Saúde,https://openalex.org/S4210209032,2238-913X,journal,Child Nutrition and Feeding Issues,2014-09-29,2014,article
https://openalex.org/W3109259412,Aline do Monte Gurgel|Carla Caroline Silva dos Santos|Kelly Poliany de Souza Alves|Juciany Medeiros Araújo|Vanessa Sá Leal,https://openalex.org/A5064653012|https://openalex.org/A5070962704|https://openalex.org/A5012471375|https://openalex.org/A5074611792|https://openalex.org/A5053386444,https://orcid.org/0000-0002-5981-3597|https://orcid.org/0000-0002-1808-7760|https://orcid.org/0000-0001-7293-4628||https://orcid.org/0000-0001-9492-2580,BR|BR||BR|BR,Fundação Oswaldo Cruz|Secretaria da Saúde||Secretaria da Saúde|Universidade Federal de Pernambuco,https://openalex.org/I52325|https://openalex.org/I4210136275||https://openalex.org/I4210136275|https://openalex.org/I25112270,True|False|False|False|False,cc-by,79,https://openalex.org/I52325,Estratégias governamentais para a garantia do direito humano à alimentação adequada e saudável no enfrentamento à pandemia de Covid-19 no Brasil,https://doi.org/10.1590/1413-812320202512.33912020,17.73963565,https://pubmed.ncbi.nlm.nih.gov/33295513,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2020-12-01,2020,article
https://openalex.org/W2055886491,Rosana Magalhães,https://openalex.org/A5101508221,https://orcid.org/0000-0003-3831-8877,BR,Fundação Oswaldo Cruz,https://openalex.org/I52325,True,,23,https://openalex.org/I52325,Avaliação de políticas e iniciativas públicas de segurança alimentar e nutricional: dilemas e perspectivas metodológicas,https://doi.org/10.1590/1413-81232014195.12202013,6.36794734,https://pubmed.ncbi.nlm.nih.gov/24897199,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2014-05-01,2014,article
https://openalex.org/W2326169782,Dixis Figueroa Pedraza|Jacqueline Santos da Fonsêca Almeida Gama,https://openalex.org/A5059906610|https://openalex.org/A5025327008,https://orcid.org/0000-0002-5394-828X|,BR|BR,Universidade Estadual da Paraíba|Universidade Estadual da Paraíba,https://openalex.org/I136754270|https://openalex.org/I136754270,True|False,cc-by-nc,24,https://openalex.org/I136754270,"Segurança alimentar e nutricional de famílias com crianças menores de cinco anos do município de Campina Grande, Paraíba",https://doi.org/10.1590/1980-5497201500040018,3.20344496,https://pubmed.ncbi.nlm.nih.gov/26982304,False,pt,True,diamond,Revista Brasileira de Epidemiologia,https://openalex.org/S142561611,1415-790X,journal,Food Security and Health in Diverse Populations,2015-12-01,2015,article
https://openalex.org/W3015162509,Tatiana Coura Oliveira|Monise Viana Abranches|Raquel Martins Lana,https://openalex.org/A5063020231|https://openalex.org/A5086247662|https://openalex.org/A5047292127,https://orcid.org/0000-0001-6349-2522|https://orcid.org/0000-0002-8070-4897|https://orcid.org/0000-0002-7573-1364,BR|BR|BR,Universidade Federal de Viçosa|Universidade Federal de Viçosa|Escola Nacional de Saúde Pública,https://openalex.org/I146165071|https://openalex.org/I146165071|https://openalex.org/I4210131460,True|False|False,cc-by,153,https://openalex.org/I146165071,(In)Segurança alimentar no contexto da pandemia por SARS-CoV-2,https://doi.org/10.1590/0102-311x00055220,29.06010116,https://pubmed.ncbi.nlm.nih.gov/32267383,False,pt,True,diamond,Cadernos de Saúde Pública,https://openalex.org/S118474221,0102-311X,journal,Healthcare and Environmental Waste Management,2020-01-01,2020,article
https://openalex.org/W2902037764,Lúcia Dias da Silva Guerra|Mariano Martínez Espinosa|Aída Couto Dinucci Bezerra|Lenir Vaz Guimarães|Maria Sílvia Amicucci Soares Martins,https://openalex.org/A5004929575|https://openalex.org/A5021713873|https://openalex.org/A5006679384|https://openalex.org/A5014308390|https://openalex.org/A5018384056,https://orcid.org/0000-0003-0093-2687|https://orcid.org/0000-0002-0461-5673|https://orcid.org/0000-0001-9132-4390|https://orcid.org/0000-0002-1260-195X|https://orcid.org/0000-0001-6866-4469,BR|BR||BR|BR,Universidade de São Paulo|Universidade Brasil|Universidade Federal de Mato Grosso||Universidade Federal de Mato Grosso|Universidade Federal de Mato Grosso,https://openalex.org/I17974374|https://openalex.org/I3019322962|https://openalex.org/I32725510||https://openalex.org/I32725510|https://openalex.org/I32725510,True|False|False|False|False,cc-by,18,https://openalex.org/I17974374|https://openalex.org/I3019322962,Desafios para a Segurança Alimentar e Nutricional na Amazônia: disponibilidade e consumo em domicílios com adolescentes,https://doi.org/10.1590/1413-812320182312.26352016,2.99633446,https://pubmed.ncbi.nlm.nih.gov/30539989,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2018-12-01,2018,article
https://openalex.org/W1968063116,Dayane de Castro Morais|Luiza Veloso Dutra|Sylvia do Carmo Castro Franceschini|Sílvia Eloiza Priore,https://openalex.org/A5000224198|https://openalex.org/A5003388734|https://openalex.org/A5026843502|https://openalex.org/A5037726423,https://orcid.org/0000-0001-6439-7009|https://orcid.org/0000-0002-8351-655X|https://orcid.org/0000-0001-7934-4858|https://orcid.org/0000-0003-0656-1485,BR|BR|BR|BR,Universidade Federal de Viçosa|Universidade Federal de Viçosa|Universidade Federal de Viçosa|Universidade Federal de Viçosa,https://openalex.org/I146165071|https://openalex.org/I146165071|https://openalex.org/I146165071|https://openalex.org/I146165071,True|False|False|False,cc-by-nc,83,https://openalex.org/I146165071,"Insegurança alimentar e indicadores antropométricos, dietéticos e sociais em estudos brasileiros: uma revisão sistemática",https://doi.org/10.1590/1413-81232014195.13012013,10.61324557,https://pubmed.ncbi.nlm.nih.gov/24897212,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2014-05-01,2014,review
https://openalex.org/W2776673451,Luciana Pozzebon|Anelise Graciele Rambo|Márcio Gazolla,https://openalex.org/A5044781912|https://openalex.org/A5055341079|https://openalex.org/A5031073756,|https://orcid.org/0000-0001-9974-9844|https://orcid.org/0000-0002-4807-6683,|BR|BR,|Universidade Federal do Rio Grande do Sul|Universidade Tecnológica Federal do Paraná,|https://openalex.org/I130442723|https://openalex.org/I1283613182,True|False|False,cc-by,16,,As Cadeias Curtas das Feiras Coloniais e Agroecológicas: Autoconsumo e Segurança Alimentar e Nutricional,https://doi.org/10.21527/2237-6453.2018.42.405-441,3.30117001,,False,pt,True,diamond,Desenvolvimento em Questão,https://openalex.org/S4210199308,1678-4855,journal,Rural Development and Agriculture,2017-12-29,2017,article
https://openalex.org/W2989980726,Luis Felipe Castro Afonso|Nádia Alinne Fernandes Corrêa|Hilton P. Silva,https://openalex.org/A5056506847|https://openalex.org/A5005378233|https://openalex.org/A5083734098,|https://orcid.org/0000-0002-7833-3919|https://orcid.org/0000-0002-3287-3522,BR|BR|BR,Universidade Federal do Pará|Universidade Federal do Pará|Universidade Federal do Pará,https://openalex.org/I59606676|https://openalex.org/I59606676|https://openalex.org/I59606676,True|False|False,cc-by-nc,8,https://openalex.org/I59606676,Segurança Alimentar e Nutricional em comunidades quilombolas no Brasil,https://doi.org/10.20396/san.v27i0.8652861,1.811747,,False,pt,True,diamond,Segurança Alimentar e Nutricional,https://openalex.org/S4210175510,1808-8023,journal,Food Security and Health in Diverse Populations,2019-11-19,2019,article
https://openalex.org/W4210516740,Amanda da Silva Bastos de Oliveira|Juliana Pereira Casemiro|Ana Laura Brandão|Alessandra Maria Silva Pinto,https://openalex.org/A5052257538|https://openalex.org/A5024724430|https://openalex.org/A5076134262|https://openalex.org/A5037430068,https://orcid.org/0000-0001-9963-8191|https://orcid.org/0000-0001-6940-2479|https://orcid.org/0000-0002-7148-2268|https://orcid.org/0000-0002-0814-125X,BR|BR|BR|BR,Fundação Oswaldo Cruz|Universidade do Estado do Rio de Janeiro|Fundação Oswaldo Cruz|Brazilian Institute of Geography and Statistics,https://openalex.org/I52325|https://openalex.org/I40034438|https://openalex.org/I52325|https://openalex.org/I1298354342,True|False|False|False,cc-by,12,https://openalex.org/I52325,Monitoramento e avaliação da segurança alimentar e nutricional: um olhar sobre as publicações oficiais,https://doi.org/10.1590/1413-81232022272.41332020,4.34394513,https://pubmed.ncbi.nlm.nih.gov/35137819,False,pt,True,diamond,Ciência & Saúde Coletiva,https://openalex.org/S53297675,1413-8123,journal,Food Security and Health in Diverse Populations,2022-02-01,2022,article
https://openalex.org/W2128809599,Andréia Santos Carvalho|Denise Oliveira e Silva,https://openalex.org/A5100889431|https://openalex.org/A5008213923,|https://orcid.org/0000-0002-6656-7347,BR|BR,Fundação Oswaldo Cruz|Fundação Oswaldo Cruz,https://openalex.org/I52325|https://openalex.org/I52325,True|False,cc-by,17,https://openalex.org/I52325,"Perspectivas de segurança alimentar e nutricional no Quilombo de Tijuaçu, Brasil: a produção da agricultura familiar para a alimentação escolar",https://doi.org/10.1590/1807-57622013.0804,1.41509941,,False,pt,True,gold,Interface - Comunicação Saúde Educação,https://openalex.org/S4210167574,1414-3283,journal,Indigenous Health and Education,2014-07-17,2014,article
